month,company,industry,region,segment,product,account_owner,acquisition_channel,mrr_usd,arr_usd,monthly_logins,features_used,support_tickets,nps_score,months_as_customer,status
2025-01-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4267,51204,13,14,5,,25,Expanded
2025-02-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4236,50832,44,14,3,65,26,Expanded
2025-03-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4566,54792,28,10,4,,27,Expanded
2023-03-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,2829,33948,68,17,5,45,1,Active
2023-04-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,2855,34260,87,15,3,40,2,Active
2023-05-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,2979,35748,73,12,2,,3,Active
2023-06-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3044,36528,84,16,5,28,4,Active
2023-07-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,2992,35904,99,15,1,26,5,Active
2023-08-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3185,38220,80,16,3,46,6,Active
2023-09-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3054,36648,83,12,0,43,7,Active
2023-10-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3347,40164,88,12,1,30,8,Active
2023-11-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3324,39888,87,17,3,,9,Active
2023-12-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3489,41868,71,17,4,27,10,Active
2024-01-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3128,37536,90,13,5,27,11,Active
2024-02-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3528,42336,102,16,2,49,12,Active
2024-03-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3173,38076,80,15,2,32,13,Active
2024-04-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3611,43332,87,15,0,,14,Active
2024-05-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3279,39348,102,14,5,32,15,Active
2024-06-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3308,39696,72,15,4,50,16,Active
2024-07-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,3964,47568,83,14,0,27,17,Active
2024-08-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,7062,84744,80,12,0,27,18,Expanded
2024-09-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,6546,78552,95,15,0,25,19,Expanded
2024-10-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,5446,65352,101,14,5,37,20,Expanded
2024-11-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,6067,72804,68,17,3,53,21,Expanded
2024-12-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,6163,73956,87,13,0,33,22,Expanded
2025-01-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,5614,67368,73,15,1,38,23,Expanded
2025-02-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,5937,71244,79,13,4,,24,Expanded
2025-03-01,FinEdge Analytics,Financial Services,Europe,Mid-Market,Analytics Suite,Bob Smith,Outbound,6545,78540,69,13,1,,25,Expanded
2023-06-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,4815,57780,95,8,6,80,1,Active
2023-07-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,4854,58248,72,8,4,58,2,Active
2023-08-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5006,60072,89,6,7,79,3,Active
2023-09-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5245,62940,84,10,3,69,4,Active
2023-10-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5324,63888,59,8,7,70,5,Active
2023-11-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5338,64056,70,7,7,,6,Active
2023-12-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5547,66564,59,8,6,,7,Active
2024-01-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5476,65712,81,9,2,80,8,Active
2024-02-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5715,68580,89,9,7,84,9,Active
2024-03-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5271,63252,70,10,7,66,10,Active
2024-04-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5884,70608,57,9,7,,11,Active
2024-05-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,6353,76236,76,8,2,55,12,Active
2024-06-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5625,67500,87,10,6,72,13,Active
2024-07-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5943,71316,80,8,8,76,14,Active
2024-08-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5890,70680,56,8,2,,15,Active
2024-09-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,6835,82020,60,5,8,85,16,Active
2024-10-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,6054,72648,76,8,16,,17,Active
2024-11-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,6134,73608,18,8,19,33,18,Active
2024-12-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,5671,68052,18,5,18,42,19,Active
2025-01-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,0,0,0,0,0,37,20,Churned
2025-02-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,0,0,0,0,0,17,21,Churned
2025-03-01,RetailNext Global,Retail,Asia Pacific,Mid-Market,Integration Hub,David Brown,Referral,0,0,0,0,0,29,22,Churned
2023-08-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,515,6180,33,12,4,,1,Active
2023-09-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,531,6372,39,8,1,,2,Active
2023-10-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,543,6516,21,12,3,7,3,Active
2023-11-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,542,6504,17,10,0,10,4,Active
2023-12-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,569,6828,34,11,2,24,5,Active
2024-01-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,574,6888,29,9,2,25,6,Active
2024-02-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,584,7008,33,10,0,10,7,Active
2024-03-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,618,7416,41,8,5,16,8,Active
2024-04-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,599,7188,14,11,3,,9,Active
2024-05-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,601,7212,33,11,4,,10,Active
2024-06-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,619,7428,7,12,0,30,11,Active
2024-07-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,605,7260,19,9,3,14,12,Active
2024-08-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,678,8136,38,13,5,,13,Active
2024-09-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,658,7896,9,12,0,13,14,Active
2024-10-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,668,8016,4,13,2,22,15,Active
2024-11-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,751,9012,8,13,5,25,16,Active
2024-12-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,647,7764,4,11,1,16,17,Active
2025-01-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,681,8172,9,9,0,30,18,Active
2025-02-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,772,9264,41,13,2,10,19,Active
2025-03-01,CloudVista,Technology,North America,SMB,Analytics Suite,Bob Smith,Partner,770,9240,15,8,3,16,20,Active
2023-09-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,1994,23928,13,13,6,65,1,Active
2023-10-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2038,24456,23,15,2,73,2,Active
2023-11-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2072,24864,22,15,1,75,3,Active
2023-12-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2081,24972,15,17,3,,4,Active
2024-01-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2101,25212,0,17,1,,5,Active
2024-02-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2205,26460,20,12,7,,6,Active
2024-03-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2136,25632,25,13,4,63,7,Active
2024-04-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2353,28236,19,16,5,,8,Active
2024-05-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2391,28692,1,12,1,,9,Active
2024-06-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2141,25692,8,15,4,,10,Active
2024-07-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2240,26880,6,17,3,60,11,Active
2024-08-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2217,26604,21,14,1,66,12,Active
2024-09-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2219,26628,38,14,6,77,13,Active
2024-10-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2446,29352,3,17,1,55,14,Active
2024-11-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2509,30108,6,16,2,,15,Active
2024-12-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2257,27084,19,12,7,68,16,Active
2025-01-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2586,31032,12,15,1,78,17,Active
2025-02-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2362,28344,21,14,2,67,18,Active
2025-03-01,Horizon Health,Healthcare,Latin America,SMB,Integration Hub,Carol Williams,Referral,2783,33396,7,12,5,73,19,Active
2023-03-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,23077,276924,277,7,3,23,1,Active
2023-04-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,23091,277092,295,10,7,34,2,Active
2023-05-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,24141,289692,258,11,4,21,3,Active
2023-06-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,24659,295908,275,11,2,40,4,Active
2023-07-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,24651,295812,264,7,5,35,5,Active
2023-08-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,25187,302244,257,8,4,,6,Active
2023-09-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,26692,320304,293,9,4,32,7,Active
2023-10-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,26950,323400,261,6,6,17,8,Active
2023-11-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,25497,305964,259,6,8,27,9,Active
2023-12-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,27481,329772,289,9,5,,10,Active
2024-01-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,25293,303516,291,10,6,19,11,Active
2024-02-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,25561,306732,262,10,3,40,12,Active
2024-03-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,28462,341544,282,10,7,39,13,Active
2024-04-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,27507,330084,284,11,8,22,14,Active
2024-05-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,27428,329136,284,6,5,34,15,Active
2024-06-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,28227,338724,268,6,2,37,16,Active
2024-07-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,31580,378960,267,9,4,31,17,Active
2024-08-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,27804,333648,265,11,8,42,18,Active
2024-09-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,32925,395100,264,6,4,,19,Active
2024-10-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,29344,352128,261,8,7,33,20,Active
2024-11-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,31801,381612,289,8,2,30,21,Active
2024-12-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,30980,371760,273,6,6,36,22,Active
2025-01-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,29933,359196,289,6,2,42,23,Active
2025-02-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,30433,365196,287,8,5,44,24,Active
2025-03-01,Sterling Manufacturing,Manufacturing,North America,Enterprise,Analytics Suite,Bob Smith,Event,30032,360384,259,10,8,,25,Active
2023-04-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1386,16632,38,7,0,,1,Active
2023-05-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1379,16548,31,7,2,40,2,Active
2023-06-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1452,17424,34,8,0,,3,Active
2023-07-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1514,18168,31,10,2,39,4,Active
2023-08-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1439,17268,45,5,0,32,5,Active
2023-09-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1536,18432,19,7,0,,6,Active
2023-10-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,1607,19284,38,5,0,31,7,Active
2023-11-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3063,36756,28,10,0,17,8,Expanded
2023-12-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3289,39468,52,8,3,43,9,Expanded
2024-01-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2978,35736,56,5,2,,10,Expanded
2024-02-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2649,31788,46,10,0,22,11,Expanded
2024-03-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2539,30468,44,10,4,38,12,Expanded
2024-04-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2562,30744,23,6,0,39,13,Expanded
2024-05-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2397,28764,48,7,1,18,14,Expanded
2024-06-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2966,35592,38,8,0,42,15,Expanded
2024-07-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3028,36336,38,10,3,34,16,Expanded
2024-08-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3215,38580,28,5,3,22,17,Expanded
2024-09-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,2555,30660,38,7,4,20,18,Expanded
2024-10-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,4012,48144,54,10,2,22,19,Expanded
2024-11-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3523,42276,27,5,0,16,20,Expanded
2024-12-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3239,38868,42,10,3,45,21,Expanded
2025-01-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3102,37224,23,5,0,,22,Expanded
2025-02-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3151,37812,40,5,0,,23,Expanded
2025-03-01,EduForward,Education,Europe,SMB,Integration Hub,Carol Williams,Inbound,3340,40080,46,10,1,30,24,Expanded
2023-07-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3509,42108,72,7,3,,1,Active
2023-08-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3502,42024,54,12,9,21,2,Active
2023-09-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3646,43752,76,7,6,30,3,Active
2023-10-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3682,44184,73,9,7,21,4,Active
2023-11-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3718,44616,53,7,5,24,5,Active
2023-12-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3631,43572,59,7,9,20,6,Active
2024-01-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4020,48240,56,8,3,12,7,Active
2024-02-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3833,45996,45,8,7,,8,Active
2024-03-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3940,47280,53,8,4,23,9,Active
2024-04-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4307,51684,64,11,3,27,10,Active
2024-05-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4502,54024,78,8,7,35,11,Active
2024-06-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4510,54120,73,11,5,,12,Active
2024-07-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,3892,46704,45,8,7,12,13,Active
2024-08-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4396,52752,42,9,7,11,14,Active
2024-09-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4276,51312,53,9,3,5,15,Active
2024-10-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4602,55224,51,7,9,21,16,Active
2024-11-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,5110,61320,65,12,8,17,17,Active
2024-12-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4443,53316,62,8,4,,18,Active
2025-01-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,5091,61092,73,12,5,10,19,Active
2025-02-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4402,52824,79,8,6,14,20,Active
2025-03-01,MarketPulse Inc,Retail,North America,Mid-Market,Analytics Suite,Bob Smith,Partner,4314,51768,42,12,7,17,21,Active
2023-03-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,18709,224508,290,6,3,36,1,Active
2023-04-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,19375,232500,275,1,6,,2,Active
2023-05-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,20051,240612,301,4,6,,3,Active
2023-06-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,19313,231756,305,5,8,49,4,Active
2023-07-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,19648,235776,279,1,5,25,5,Active
2023-08-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,20110,241320,281,1,5,,6,Active
2023-09-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,20131,241572,279,5,3,,7,Active
2023-10-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,21978,263736,302,6,4,,8,Active
2023-11-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,20606,247272,281,3,4,,9,Active
2023-12-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,22839,274068,309,3,8,34,10,Active
2024-01-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,21416,256992,278,4,7,,11,Active
2024-02-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,21317,255804,298,1,6,27,12,Active
2024-03-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,24769,297228,315,5,6,31,13,Active
2024-04-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,21139,253668,285,6,5,,14,Active
2024-05-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,25855,310260,294,4,6,40,15,Active
2024-06-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,21912,262944,309,4,14,,16,Active
2024-07-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,23873,286476,90,1,17,1,17,Active
2024-08-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,27296,327552,93,1,19,-4,18,Active
2024-09-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,,19,Churned
2024-10-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,,20,Churned
2024-11-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,-15,21,Churned
2024-12-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,10,22,Churned
2025-01-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,-24,23,Churned
2025-02-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,2,24,Churned
2025-03-01,Nexus Financial,Financial Services,Asia Pacific,Enterprise,AI Copilot,Alice Johnson,Event,0,0,0,0,0,-1,25,Churned
2023-02-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,21158,253896,130,3,10,23,1,Active
2023-03-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,21782,261384,127,5,13,,2,Active
2023-04-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,22152,265824,129,7,13,6,3,Active
2023-05-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,22002,264024,102,7,14,,4,Active
2023-06-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,21833,261996,114,8,11,,5,Active
2023-07-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,24249,290988,116,3,12,31,6,Active
2023-08-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,23069,276828,124,8,15,8,7,Active
2023-09-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,22819,273828,121,5,12,,8,Active
2023-10-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,24837,298044,98,4,13,,9,Active
2023-11-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,25858,310296,126,5,16,6,10,Active
2023-12-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,23294,279528,125,6,11,29,11,Active
2024-01-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,24066,288792,105,3,11,,12,Active
2024-02-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,23682,284184,116,8,11,13,13,Active
2024-03-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,28394,340728,125,6,15,34,14,Active
2024-04-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,28058,336696,108,5,13,,15,Active
2024-05-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,25209,302508,123,7,14,16,16,Active
2024-06-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,25390,304680,109,8,16,27,17,Active
2024-07-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,26572,318864,117,3,11,32,18,Active
2024-08-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,31400,376800,107,8,11,,19,Active
2024-09-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,29113,349356,93,6,11,25,20,Active
2024-10-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,30298,363576,93,4,12,24,21,Active
